,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,46,47,48,49,50,51,52,53,54,55,56,57,58
2,0.7142857142857142,-0.20575053814740285,-0.2847669857782675,-0.4351896828649255,0.14285714285714285,-0.2737580471643856,-0.1616725452262392,-0.12822616189835934,-0.7142857142857142,0.6718969147985797,-0.4991497841325729,0.6827319625227362,0.0,-0.620601861532391,-0.5714285714285714,-0.18704390591656486,0.0,-0.08239470269935117,-0.5714285714285714,-0.7142857142857142,-0.0035384569535019963,0.14285714285714285,-0.45336063427510154,-0.04426080653748716,-0.4991951844034982,-0.07269689271592338,0.2506965869634233,0.0,0.42857142857142855,0.49902258155194684,-0.42857142857142855,0.4516965740387949,-0.2610622026865164,0.0,0.0,0.0,-0.07402628018492687,0.5714285714285714,-0.42857142857142855,0.5714285714285714,0.0,-0.44785453587954094,-0.0443000931968822,0.5714285714285714,0.0,0.41400334824011437,0.40547787702286964,0.14285714285714285,-0.5094850935395969,-0.4168608782307645
3,-0.20575053814740285,0.7142857142857142,0.011713440818780054,-0.4545543812301329,0.0,0.49685624897744335,-0.04097204550396866,0.7141312703985302,0.0,-0.5714285714285714,0.14038309396563778,0.14285714285714285,0.0,0.5115899361725583,-0.5714285714285714,0.0,0.0,0.14201114748615432,0.0,0.5714285714285714,-0.014175665009915666,0.14285714285714285,0.11838959534911783,0.0,0.7142857142857142,-0.0740623595162882,-0.3375990487404114,0.0,-0.7142857142857142,-0.14285714285714285,0.7142857142857142,-0.7142857142857142,0.5714285714285714,0.0,0.0,0.0,-0.07113975380527898,0.0,-0.42857142857142855,0.0,0.0,-0.42857142857142855,0.35201451644825066,0.0,0.0,0.0,-0.42857142857142855,0.0,-0.05994223516189249,0.7018361722398234
4,-0.2847669857782675,0.011713440818780054,0.7142857142857142,0.1014061256007351,0.14285714285714285,-0.531447350538555,-0.39331743928979224,0.056118007524499566,0.0,0.7142857142857142,0.11507798514543925,-0.14285714285714285,0.0,0.12305645182283229,0.0,0.5714285714285713,0.0,-0.10717531452369489,0.0,0.14285714285714285,-0.025547065097273336,0.0,0.0,0.14285714285714285,0.7142857142857142,0.6924819600938508,-0.045152939928932496,0.0,-0.5714285714285714,0.0,0.5714285714285714,-0.07641258957402007,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-0.0896545173096104,0.0,0.0,-0.017041748414745938,0.03263752185607841,0.0,0.05656864929276037,0.5678492971423522
5,-0.4351896828649255,-0.4545543812301329,0.1014061256007351,0.7142857142857142,0.14285714285714285,0.5215062895120922,0.47403265027749003,0.1191611173800548,-0.14285714285714285,0.1423499561335044,-0.050795344956241294,0.14271716686675937,0.0,-0.09228590097703042,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.5714285714285714,-0.5023741583272149,-0.14285714285714285,0.04277975158141498,0.7132390674468877,-0.612692179262071,0.14035784323745362,-0.6429818140859896,0.0,0.14285714285714285,-0.07014439017260413,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.002664342524951975,0.0,0.7142857142857142,0.0,0.0,0.6569043481206126,0.14285714285714285,0.0,0.0,-0.042982384875831885,-0.43180634930707973,0.14285714285714285,0.13196078392274146,0.4905632026683027
6,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.14285714285714285,0.0,-0.14285714285714285,-0.14285714285714285
7,-0.2737580471643856,0.49685624897744335,-0.531447350538555,0.5215062895120922,0.0,0.7142857142857142,0.49149363389516354,0.2155784260232454,0.0,-0.19246589624942267,0.5663116639598463,-0.07721494487715337,0.0,-0.025564899540331656,0.0,0.0,0.0,0.14280890914950928,-0.5714285714285714,0.0,-0.07610843234068289,0.0,-0.14285714285714285,0.42857142857142855,0.14285714285714285,-0.1472506704494305,0.3234199061995781,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,-0.037292143806857435,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,-0.0692307111308829,0.6425167423178586,0.14285714285714285,-0.14285714285714285,-0.43498213996103247
8,-0.1616725452262392,-0.04097204550396866,-0.39331743928979224,0.47403265027749003,0.14285714285714285,0.49149363389516354,0.7142857142857142,-0.02812329299848679,0.42857142857142855,0.7142857142857142,-0.4303029194069157,-0.0735287616906458,0.0,0.012868583308976084,0.0,0.0,0.0,-0.14285714285714285,0.19997521122095868,0.7142857142857142,0.4877326436270059,0.14285714285714285,0.0063960289349340674,0.500963047939369,-0.4953052029852288,-0.37118903892279015,0.5074196935425171,0.0,-0.14285714285714285,0.14281599295996572,0.14285714285714285,-0.14052189824419264,0.14264162646230097,0.0,0.0,0.0,-0.429360402107692,0.0,-0.14285714285714285,0.0,0.0,-0.14285714285714285,-0.057993915067659614,0.0,0.0,-0.3102289132228858,0.7140489042524814,0.0,-0.07285257188507822,-0.017483047372726292
9,-0.12822616189835934,0.7141312703985302,0.056118007524499566,0.1191611173800548,0.0,0.2155784260232454,-0.02812329299848679,0.7142857142857142,0.0,-0.5714285714285714,0.7133427525426832,0.14285714285714285,0.0,0.5110997604929092,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,-0.14285714285714285,0.0,0.14285714285714285,0.1409786732922742,0.0,0.14285714285714285,-0.5449912462461959,0.0,0.0,0.14285714285714285,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.13337524271852963,0.0,-0.14285714285714285,0.1344727638786153
11,-0.7142857142857142,0.0,0.0,-0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.7142857142857142,0.0,-0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,-0.14285714285714285,0.0,0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285
